Date,sulfate,nitrate,ID
1/1/2000,NA,NA,34
1/2/2000,NA,NA,34
1/3/2000,NA,NA,34
1/4/2000,NA,NA,34
1/5/2000,NA,NA,34
1/6/2000,NA,NA,34
1/7/2000,NA,NA,34
1/8/2000,NA,NA,34
1/9/2000,NA,NA,34
1/10/2000,NA,NA,34
1/11/2000,NA,NA,34
1/12/2000,NA,NA,34
1/13/2000,NA,NA,34
1/14/2000,NA,NA,34
1/15/2000,NA,NA,34
1/16/2000,NA,NA,34
1/17/2000,NA,NA,34
1/18/2000,NA,NA,34
1/19/2000,NA,NA,34
1/20/2000,NA,NA,34
1/21/2000,NA,NA,34
1/22/2000,NA,NA,34
1/23/2000,NA,NA,34
1/24/2000,NA,NA,34
1/25/2000,NA,NA,34
1/26/2000,NA,NA,34
1/27/2000,NA,NA,34
1/28/2000,NA,NA,34
1/29/2000,NA,NA,34
1/30/2000,NA,NA,34
1/31/2000,NA,NA,34
2/1/2000,NA,NA,34
2/2/2000,NA,NA,34
2/3/2000,NA,NA,34
2/4/2000,NA,NA,34
2/5/2000,NA,NA,34
2/6/2000,NA,NA,34
2/7/2000,NA,NA,34
2/8/2000,NA,NA,34
2/9/2000,NA,NA,34
2/10/2000,0.3601,0.4246,34
2/11/2000,NA,NA,34
2/12/2000,NA,NA,34
2/13/2000,NA,NA,34
2/14/2000,NA,NA,34
2/15/2000,NA,NA,34
2/16/2000,NA,NA,34
2/17/2000,0.5011,1.692,34
2/18/2000,NA,NA,34
2/19/2000,NA,NA,34
2/20/2000,NA,NA,34
2/21/2000,0.3649,0.5123,34
2/22/2000,NA,NA,34
2/23/2000,NA,NA,34
2/24/2000,NA,NA,34
2/25/2000,NA,NA,34
2/26/2000,NA,NA,34
2/27/2000,0.3977,0.3181,34
2/28/2000,NA,NA,34
2/29/2000,NA,NA,34
3/1/2000,NA,NA,34
3/2/2000,NA,NA,34
3/3/2000,NA,NA,34
3/4/2000,1.056,2.034,34
3/5/2000,NA,NA,34
3/6/2000,NA,NA,34
3/7/2000,NA,NA,34
3/8/2000,NA,NA,34
3/9/2000,NA,NA,34
3/10/2000,1.631,1.527,34
3/11/2000,NA,NA,34
3/12/2000,NA,NA,34
3/13/2000,NA,NA,34
3/14/2000,NA,NA,34
3/15/2000,NA,NA,34
3/16/2000,0.752,0.879,34
3/17/2000,NA,NA,34
3/18/2000,NA,NA,34
3/19/2000,NA,NA,34
3/20/2000,NA,NA,34
3/21/2000,NA,NA,34
3/22/2000,1.083,1.159,34
3/23/2000,NA,NA,34
3/24/2000,NA,NA,34
3/25/2000,NA,NA,34
3/26/2000,NA,NA,34
3/27/2000,NA,NA,34
3/28/2000,0.7156,1.11,34
3/29/2000,NA,NA,34
3/30/2000,NA,NA,34
3/31/2000,NA,NA,34
4/1/2000,NA,NA,34
4/2/2000,NA,NA,34
4/3/2000,2.284,2.936,34
4/4/2000,NA,NA,34
4/5/2000,NA,NA,34
4/6/2000,2.335,5.145,34
4/7/2000,NA,NA,34
4/8/2000,NA,NA,34
4/9/2000,0.971,0.3505,34
4/10/2000,NA,NA,34
4/11/2000,NA,NA,34
4/12/2000,1.256,0.6377,34
4/13/2000,NA,NA,34
4/14/2000,NA,NA,34
4/15/2000,0.618,0.4008,34
4/16/2000,NA,NA,34
4/17/2000,NA,NA,34
4/18/2000,0.6471,1.088,34
4/19/2000,NA,NA,34
4/20/2000,NA,NA,34
4/21/2000,1.227,1.291,34
4/22/2000,NA,NA,34
4/23/2000,NA,NA,34
4/24/2000,0.7981,1.084,34
4/25/2000,NA,NA,34
4/26/2000,NA,NA,34
4/27/2000,0.6669,0.6574,34
4/28/2000,NA,NA,34
4/29/2000,NA,NA,34
4/30/2000,0.671,1.328,34
5/1/2000,NA,NA,34
5/2/2000,NA,NA,34
5/3/2000,1.198,1.379,34
5/4/2000,NA,NA,34
5/5/2000,NA,NA,34
5/6/2000,0.7077,0.87,34
5/7/2000,NA,NA,34
5/8/2000,NA,NA,34
5/9/2000,0.6439,0.327,34
5/10/2000,NA,NA,34
5/11/2000,NA,NA,34
5/12/2000,0.506,1.284,34
5/13/2000,NA,NA,34
5/14/2000,NA,NA,34
5/15/2000,NA,NA,34
5/16/2000,1.177,0.8367,34
5/17/2000,NA,NA,34
5/18/2000,1.577,2.669,34
5/19/2000,NA,NA,34
5/20/2000,NA,NA,34
5/21/2000,1.209,1.35,34
5/22/2000,NA,NA,34
5/23/2000,NA,NA,34
5/24/2000,1.618,1.689,34
5/25/2000,NA,NA,34
5/26/2000,NA,NA,34
5/27/2000,1.286,1.047,34
5/28/2000,NA,NA,34
5/29/2000,NA,NA,34
5/30/2000,NA,NA,34
5/31/2000,1.093,1.72,34
6/1/2000,NA,NA,34
6/2/2000,2.868,2.867,34
6/3/2000,NA,NA,34
6/4/2000,NA,NA,34
6/5/2000,NA,NA,34
6/6/2000,NA,NA,34
6/7/2000,NA,NA,34
6/8/2000,0.4989,0.3561,34
6/9/2000,NA,NA,34
6/10/2000,NA,NA,34
6/11/2000,0.6389,0.9217,34
6/12/2000,NA,NA,34
6/13/2000,NA,NA,34
6/14/2000,1.099,0.7421,34
6/15/2000,NA,NA,34
6/16/2000,NA,NA,34
6/17/2000,2.172,2.992,34
6/18/2000,NA,NA,34
6/19/2000,NA,NA,34
6/20/2000,2.279,3.058,34
6/21/2000,NA,NA,34
6/22/2000,NA,NA,34
6/23/2000,2.325,3.531,34
6/24/2000,NA,NA,34
6/25/2000,NA,NA,34
6/26/2000,NA,NA,34
6/27/2000,3.273,5.276,34
6/28/2000,NA,NA,34
6/29/2000,2.594,4.098,34
6/30/2000,NA,NA,34
7/1/2000,NA,NA,34
7/2/2000,1.396,1.499,34
7/3/2000,NA,NA,34
7/4/2000,NA,NA,34
7/5/2000,0.7977,0.3163,34
7/6/2000,NA,NA,34
7/7/2000,NA,NA,34
7/8/2000,1.281,1.104,34
7/9/2000,NA,NA,34
7/10/2000,NA,NA,34
7/11/2000,2.363,3.115,34
7/12/2000,NA,NA,34
7/13/2000,NA,NA,34
7/14/2000,3.123,3.811,34
7/15/2000,NA,NA,34
7/16/2000,NA,NA,34
7/17/2000,NA,NA,34
7/18/2000,NA,NA,34
7/19/2000,NA,NA,34
7/20/2000,3.724,3.049,34
7/21/2000,NA,NA,34
7/22/2000,NA,NA,34
7/23/2000,1.285,1.374,34
7/24/2000,NA,NA,34
7/25/2000,NA,NA,34
7/26/2000,1.113,0.7684,34
7/27/2000,NA,NA,34
7/28/2000,NA,NA,34
7/29/2000,1.512,2.296,34
7/30/2000,NA,NA,34
7/31/2000,NA,NA,34
8/1/2000,2.207,4.074,34
8/2/2000,NA,NA,34
8/3/2000,NA,NA,34
8/4/2000,NA,NA,34
8/5/2000,NA,NA,34
8/6/2000,NA,NA,34
8/7/2000,NA,NA,34
8/8/2000,1.741,3.123,34
8/9/2000,NA,NA,34
8/10/2000,2.051,0.8733,34
8/11/2000,NA,NA,34
8/12/2000,NA,NA,34
8/13/2000,1.71,2.26,34
8/14/2000,NA,NA,34
8/15/2000,NA,NA,34
8/16/2000,1.51,3.26,34
8/17/2000,NA,NA,34
8/18/2000,NA,NA,34
8/19/2000,1.34,1.08,34
8/20/2000,NA,NA,34
8/21/2000,NA,NA,34
8/22/2000,2.24,2.84,34
8/23/2000,NA,NA,34
8/24/2000,NA,NA,34
8/25/2000,1.54,2.11,34
8/26/2000,NA,NA,34
8/27/2000,NA,NA,34
8/28/2000,NA,NA,34
8/29/2000,2.45,1.71,34
8/30/2000,NA,NA,34
8/31/2000,2.3,1.66,34
9/1/2000,NA,NA,34
9/2/2000,NA,NA,34
9/3/2000,1.47,0.678,34
9/4/2000,NA,NA,34
9/5/2000,NA,NA,34
9/6/2000,1.21,1.17,34
9/7/2000,NA,NA,34
9/8/2000,NA,NA,34
9/9/2000,1.59,2.87,34
9/10/2000,NA,NA,34
9/11/2000,NA,NA,34
9/12/2000,2.98,8,34
9/13/2000,NA,NA,34
9/14/2000,NA,NA,34
9/15/2000,1.6,1.08,34
9/16/2000,NA,NA,34
9/17/2000,NA,NA,34
9/18/2000,NA,NA,34
9/19/2000,2.06,2.13,34
9/20/2000,NA,NA,34
9/21/2000,1.95,0.642,34
9/22/2000,NA,NA,34
9/23/2000,NA,NA,34
9/24/2000,1.74,2.3,34
9/25/2000,NA,NA,34
9/26/2000,NA,NA,34
9/27/2000,2.44,4.61,34
9/28/2000,NA,NA,34
9/29/2000,NA,NA,34
9/30/2000,1.74,2.7,34
10/1/2000,NA,NA,34
10/2/2000,NA,NA,34
10/3/2000,1.77,2.55,34
10/4/2000,NA,NA,34
10/5/2000,NA,NA,34
10/6/2000,5.55,10.4,34
10/7/2000,NA,NA,34
10/8/2000,NA,NA,34
10/9/2000,NA,NA,34
10/10/2000,NA,NA,34
10/11/2000,NA,NA,34
10/12/2000,1.28,3.19,34
10/13/2000,NA,NA,34
10/14/2000,NA,NA,34
10/15/2000,NA,NA,34
10/16/2000,NA,NA,34
10/17/2000,NA,NA,34
10/18/2000,1.31,2.7,34
10/19/2000,NA,NA,34
10/20/2000,NA,NA,34
10/21/2000,NA,NA,34
10/22/2000,NA,NA,34
10/23/2000,NA,NA,34
10/24/2000,1.36,1.12,34
10/25/2000,NA,NA,34
10/26/2000,NA,NA,34
10/27/2000,0.932,2.37,34
10/28/2000,NA,NA,34
10/29/2000,NA,NA,34
10/30/2000,NA,NA,34
10/31/2000,0.663,2.66,34
11/1/2000,NA,NA,34
11/2/2000,1.17,3.33,34
11/3/2000,NA,NA,34
11/4/2000,NA,NA,34
11/5/2000,1.38,4.55,34
11/6/2000,NA,NA,34
11/7/2000,NA,NA,34
11/8/2000,NA,NA,34
11/9/2000,NA,NA,34
11/10/2000,NA,NA,34
11/11/2000,0.872,4.26,34
11/12/2000,NA,NA,34
11/13/2000,NA,NA,34
11/14/2000,NA,NA,34
11/15/2000,NA,NA,34
11/16/2000,NA,NA,34
11/17/2000,0.65,4.75,34
11/18/2000,NA,NA,34
11/19/2000,NA,NA,34
11/20/2000,NA,NA,34
11/21/2000,NA,NA,34
11/22/2000,NA,NA,34
11/23/2000,1.88,7.48,34
11/24/2000,NA,NA,34
11/25/2000,NA,NA,34
11/26/2000,NA,NA,34
11/27/2000,NA,NA,34
11/28/2000,NA,NA,34
11/29/2000,0.695,1.71,34
11/30/2000,NA,NA,34
12/1/2000,NA,NA,34
12/2/2000,1.12,7.44,34
12/3/2000,NA,NA,34
12/4/2000,NA,NA,34
12/5/2000,1.37,8.83,34
12/6/2000,NA,NA,34
12/7/2000,NA,NA,34
12/8/2000,NA,NA,34
12/9/2000,NA,NA,34
12/10/2000,NA,NA,34
12/11/2000,NA,NA,34
12/12/2000,NA,NA,34
12/13/2000,NA,NA,34
12/14/2000,NA,NA,34
12/15/2000,NA,NA,34
12/16/2000,NA,NA,34
12/17/2000,NA,NA,34
12/18/2000,NA,NA,34
12/19/2000,NA,NA,34
12/20/2000,1.18,11.6,34
12/21/2000,NA,NA,34
12/22/2000,NA,NA,34
12/23/2000,NA,NA,34
12/24/2000,NA,NA,34
12/25/2000,NA,NA,34
12/26/2000,NA,NA,34
12/27/2000,1.09,10.7,34
12/28/2000,NA,NA,34
12/29/2000,NA,NA,34
12/30/2000,NA,NA,34
12/31/2000,NA,NA,34
1/1/2001,NA,NA,34
1/2/2001,NA,NA,34
1/3/2001,NA,NA,34
1/4/2001,1.13,15.1,34
1/5/2001,NA,NA,34
1/6/2001,NA,NA,34
1/7/2001,2.26,12.7,34
1/8/2001,NA,NA,34
1/9/2001,NA,NA,34
1/10/2001,NA,NA,34
1/11/2001,NA,NA,34
1/12/2001,NA,NA,34
1/13/2001,NA,NA,34
1/14/2001,NA,NA,34
1/15/2001,NA,NA,34
1/16/2001,NA,NA,34
1/17/2001,NA,NA,34
1/18/2001,NA,NA,34
1/19/2001,NA,NA,34
1/20/2001,NA,NA,34
1/21/2001,NA,NA,34
1/22/2001,NA,NA,34
1/23/2001,0.902,1.29,34
1/24/2001,NA,NA,34
1/25/2001,0.373,0.845,34
1/26/2001,NA,NA,34
1/27/2001,NA,NA,34
1/28/2001,0.805,3.63,34
1/29/2001,NA,NA,34
1/30/2001,NA,NA,34
1/31/2001,0.612,2.76,34
2/1/2001,NA,NA,34
2/2/2001,NA,NA,34
2/3/2001,1.53,14.6,34
2/4/2001,NA,NA,34
2/5/2001,NA,NA,34
2/6/2001,NA,NA,34
2/7/2001,NA,NA,34
2/8/2001,NA,NA,34
2/9/2001,NA,NA,34
2/10/2001,NA,NA,34
2/11/2001,NA,NA,34
2/12/2001,NA,NA,34
2/13/2001,NA,NA,34
2/14/2001,NA,NA,34
2/15/2001,0.847,4.77,34
2/16/2001,NA,NA,34
2/17/2001,NA,NA,34
2/18/2001,0.593,1.32,34
2/19/2001,NA,NA,34
2/20/2001,NA,NA,34
2/21/2001,0.734,0.518,34
2/22/2001,NA,NA,34
2/23/2001,NA,NA,34
2/24/2001,0.504,0.437,34
2/25/2001,NA,NA,34
2/26/2001,NA,NA,34
2/27/2001,0.825,1.21,34
2/28/2001,NA,NA,34
3/1/2001,NA,NA,34
3/2/2001,NA,NA,34
3/3/2001,NA,NA,34
3/4/2001,NA,NA,34
3/5/2001,NA,NA,34
3/6/2001,NA,NA,34
3/7/2001,NA,NA,34
3/8/2001,2.48,3.01,34
3/9/2001,NA,NA,34
3/10/2001,NA,NA,34
3/11/2001,1.75,3.79,34
3/12/2001,NA,NA,34
3/13/2001,NA,NA,34
3/14/2001,2.49,6.48,34
3/15/2001,NA,NA,34
3/16/2001,NA,NA,34
3/17/2001,0.887,2.06,34
3/18/2001,NA,NA,34
3/19/2001,NA,NA,34
3/20/2001,1.37,2.51,34
3/21/2001,NA,NA,34
3/22/2001,NA,NA,34
3/23/2001,NA,NA,34
3/24/2001,NA,NA,34
3/25/2001,NA,NA,34
3/26/2001,NA,NA,34
3/27/2001,NA,NA,34
3/28/2001,NA,NA,34
3/29/2001,NA,NA,34
3/30/2001,NA,NA,34
3/31/2001,NA,NA,34
4/1/2001,NA,NA,34
4/2/2001,NA,NA,34
4/3/2001,NA,NA,34
4/4/2001,0.973,2.4,34
4/5/2001,NA,NA,34
4/6/2001,NA,NA,34
4/7/2001,NA,NA,34
4/8/2001,NA,NA,34
4/9/2001,NA,NA,34
4/10/2001,1.12,1.29,34
4/11/2001,NA,NA,34
4/12/2001,NA,NA,34
4/13/2001,NA,NA,34
4/14/2001,NA,NA,34
4/15/2001,NA,NA,34
4/16/2001,NA,NA,34
4/17/2001,NA,NA,34
4/18/2001,NA,NA,34
4/19/2001,0.784,0.68,34
4/20/2001,NA,NA,34
4/21/2001,NA,NA,34
4/22/2001,NA,NA,34
4/23/2001,NA,NA,34
4/24/2001,NA,NA,34
4/25/2001,2.19,2.88,34
4/26/2001,NA,NA,34
4/27/2001,NA,NA,34
4/28/2001,NA,NA,34
4/29/2001,NA,NA,34
4/30/2001,NA,NA,34
5/1/2001,NA,NA,34
5/2/2001,NA,NA,34
5/3/2001,NA,NA,34
5/4/2001,NA,NA,34
5/5/2001,NA,NA,34
5/6/2001,NA,NA,34
5/7/2001,1.31,1.99,34
5/8/2001,NA,NA,34
5/9/2001,NA,NA,34
5/10/2001,2.28,5.55,34
5/11/2001,NA,NA,34
5/12/2001,NA,NA,34
5/13/2001,1.98,1.07,34
5/14/2001,NA,NA,34
5/15/2001,NA,NA,34
5/16/2001,1.31,0.929,34
5/17/2001,NA,NA,34
5/18/2001,NA,NA,34
5/19/2001,2.54,3.6,34
5/20/2001,NA,NA,34
5/21/2001,NA,NA,34
5/22/2001,3.25,4.03,34
5/23/2001,NA,NA,34
5/24/2001,NA,NA,34
5/25/2001,NA,NA,34
5/26/2001,NA,NA,34
5/27/2001,NA,NA,34
5/28/2001,NA,NA,34
5/29/2001,NA,NA,34
5/30/2001,NA,NA,34
5/31/2001,1.82,2.14,34
6/1/2001,NA,NA,34
6/2/2001,NA,NA,34
6/3/2001,NA,NA,34
6/4/2001,NA,NA,34
6/5/2001,NA,NA,34
6/6/2001,1.16,1.25,34
6/7/2001,NA,NA,34
6/8/2001,NA,NA,34
6/9/2001,1.27,1.36,34
6/10/2001,NA,NA,34
6/11/2001,NA,NA,34
6/12/2001,NA,NA,34
6/13/2001,NA,NA,34
6/14/2001,NA,NA,34
6/15/2001,NA,NA,34
6/16/2001,NA,NA,34
6/17/2001,NA,NA,34
6/18/2001,NA,NA,34
6/19/2001,NA,NA,34
6/20/2001,NA,NA,34
6/21/2001,NA,NA,34
6/22/2001,NA,NA,34
6/23/2001,NA,NA,34
