Date,sulfate,nitrate,ID
6/24/2001,NA,NA,34
6/25/2001,NA,NA,34
6/26/2001,NA,NA,34
6/27/2001,NA,NA,34
6/28/2001,NA,NA,34
6/29/2001,NA,NA,34
6/30/2001,NA,NA,34
7/1/2001,NA,NA,34
7/2/2001,NA,NA,34
7/3/2001,2.01,3.2,34
7/4/2001,NA,NA,34
7/5/2001,NA,NA,34
7/6/2001,2.35,3.69,34
7/7/2001,NA,NA,34
7/8/2001,NA,NA,34
7/9/2001,NA,NA,34
7/10/2001,NA,NA,34
7/11/2001,NA,NA,34
7/12/2001,NA,NA,34
7/13/2001,NA,NA,34
7/14/2001,NA,NA,34
7/15/2001,NA,NA,34
7/16/2001,NA,NA,34
7/17/2001,NA,NA,34
7/18/2001,2.27,1.6,34
7/19/2001,NA,NA,34
7/20/2001,NA,NA,34
7/21/2001,1.24,0.797,34
7/22/2001,NA,NA,34
7/23/2001,NA,NA,34
7/24/2001,1.6,1.25,34
7/25/2001,NA,NA,34
7/26/2001,NA,NA,34
7/27/2001,NA,NA,34
7/28/2001,NA,NA,34
7/29/2001,NA,NA,34
7/30/2001,NA,NA,34
7/31/2001,NA,NA,34
8/1/2001,NA,NA,34
8/2/2001,NA,NA,34
8/3/2001,NA,NA,34
8/4/2001,NA,NA,34
8/5/2001,0.968,0.405,34
8/6/2001,NA,NA,34
8/7/2001,NA,NA,34
8/8/2001,2.79,2.89,34
8/9/2001,NA,NA,34
8/10/2001,NA,NA,34
8/11/2001,1.76,0.96,34
8/12/2001,NA,NA,34
8/13/2001,NA,NA,34
8/14/2001,NA,NA,34
8/15/2001,NA,NA,34
8/16/2001,NA,NA,34
8/17/2001,NA,NA,34
8/18/2001,NA,NA,34
8/19/2001,NA,NA,34
8/20/2001,NA,NA,34
8/21/2001,NA,NA,34
8/22/2001,NA,NA,34
8/23/2001,NA,NA,34
8/24/2001,NA,NA,34
8/25/2001,NA,NA,34
8/26/2001,NA,NA,34
8/27/2001,NA,NA,34
8/28/2001,NA,NA,34
8/29/2001,NA,NA,34
8/30/2001,NA,NA,34
8/31/2001,NA,NA,34
9/1/2001,NA,NA,34
9/2/2001,NA,NA,34
9/3/2001,NA,NA,34
9/4/2001,NA,NA,34
9/5/2001,NA,NA,34
9/6/2001,NA,NA,34
9/7/2001,NA,NA,34
9/8/2001,NA,NA,34
9/9/2001,NA,NA,34
9/10/2001,NA,NA,34
9/11/2001,NA,NA,34
9/12/2001,NA,NA,34
9/13/2001,NA,NA,34
9/14/2001,NA,NA,34
9/15/2001,NA,NA,34
9/16/2001,NA,NA,34
9/17/2001,NA,NA,34
9/18/2001,NA,NA,34
9/19/2001,NA,NA,34
9/20/2001,NA,NA,34
9/21/2001,NA,NA,34
9/22/2001,3.63,5.99,34
9/23/2001,NA,NA,34
9/24/2001,NA,NA,34
9/25/2001,NA,NA,34
9/26/2001,NA,NA,34
9/27/2001,NA,NA,34
9/28/2001,NA,NA,34
9/29/2001,NA,NA,34
9/30/2001,NA,NA,34
10/1/2001,NA,NA,34
10/2/2001,NA,NA,34
10/3/2001,NA,NA,34
10/4/2001,2.23,2.41,34
10/5/2001,NA,NA,34
10/6/2001,NA,NA,34
10/7/2001,1.86,2.46,34
10/8/2001,NA,NA,34
10/9/2001,NA,NA,34
10/10/2001,1.12,2.07,34
10/11/2001,NA,NA,34
10/12/2001,NA,NA,34
10/13/2001,0.725,0.961,34
10/14/2001,NA,NA,34
10/15/2001,NA,NA,34
10/16/2001,4.28,9.24,34
10/17/2001,NA,NA,34
10/18/2001,NA,NA,34
10/19/2001,NA,NA,34
10/20/2001,NA,NA,34
10/21/2001,NA,NA,34
10/22/2001,1.92,4.07,34
10/23/2001,NA,NA,34
10/24/2001,NA,NA,34
10/25/2001,0.99,2.13,34
10/26/2001,NA,NA,34
10/27/2001,NA,NA,34
10/28/2001,1.51,1.9,34
10/29/2001,NA,NA,34
10/30/2001,NA,NA,34
10/31/2001,0.745,1.62,34
11/1/2001,NA,NA,34
11/2/2001,NA,NA,34
11/3/2001,2.03,8.42,34
11/4/2001,NA,NA,34
11/5/2001,NA,NA,34
11/6/2001,NA,NA,34
11/7/2001,NA,NA,34
11/8/2001,NA,NA,34
11/9/2001,1.97,10.8,34
11/10/2001,NA,NA,34
11/11/2001,NA,NA,34
11/12/2001,NA,NA,34
11/13/2001,NA,NA,34
11/14/2001,NA,NA,34
11/15/2001,1.74,6.09,34
11/16/2001,NA,NA,34
11/17/2001,NA,NA,34
11/18/2001,1.16,4.18,34
11/19/2001,NA,NA,34
11/20/2001,NA,NA,34
11/21/2001,NA,NA,34
11/22/2001,NA,NA,34
11/23/2001,NA,NA,34
11/24/2001,NA,NA,34
11/25/2001,NA,NA,34
11/26/2001,NA,NA,34
11/27/2001,NA,NA,34
11/28/2001,NA,NA,34
11/29/2001,NA,NA,34
11/30/2001,NA,NA,34
12/1/2001,NA,NA,34
12/2/2001,NA,NA,34
12/3/2001,NA,NA,34
12/4/2001,NA,NA,34
12/5/2001,NA,NA,34
12/6/2001,NA,NA,34
12/7/2001,NA,NA,34
12/8/2001,NA,NA,34
12/9/2001,NA,NA,34
12/10/2001,NA,NA,34
12/11/2001,NA,NA,34
12/12/2001,NA,NA,34
12/13/2001,NA,NA,34
12/14/2001,NA,NA,34
12/15/2001,NA,NA,34
12/16/2001,NA,NA,34
12/17/2001,NA,NA,34
12/18/2001,NA,NA,34
12/19/2001,NA,NA,34
12/20/2001,NA,NA,34
12/21/2001,0.592,3.68,34
12/22/2001,NA,NA,34
12/23/2001,NA,NA,34
12/24/2001,NA,NA,34
12/25/2001,NA,NA,34
12/26/2001,NA,NA,34
12/27/2001,0.636,2.21,34
12/28/2001,NA,NA,34
12/29/2001,NA,NA,34
12/30/2001,0.547,1.34,34
12/31/2001,NA,NA,34
1/1/2002,NA,NA,34
1/2/2002,0.445,0.809,34
1/3/2002,NA,NA,34
1/4/2002,NA,NA,34
1/5/2002,1.93,4.51,34
1/6/2002,NA,NA,34
1/7/2002,NA,NA,34
1/8/2002,NA,NA,34
1/9/2002,NA,NA,34
1/10/2002,NA,NA,34
1/11/2002,NA,NA,34
1/12/2002,NA,NA,34
1/13/2002,NA,NA,34
1/14/2002,3.21,9.87,34
1/15/2002,NA,NA,34
1/16/2002,NA,NA,34
1/17/2002,1.75,12.7,34
1/18/2002,NA,NA,34
1/19/2002,NA,NA,34
1/20/2002,1.04,2.97,34
1/21/2002,NA,NA,34
1/22/2002,NA,NA,34
1/23/2002,0.641,2.34,34
1/24/2002,NA,NA,34
1/25/2002,NA,NA,34
1/26/2002,0.595,2.79,34
1/27/2002,NA,NA,34
1/28/2002,NA,NA,34
1/29/2002,0.462,2.55,34
1/30/2002,NA,NA,34
1/31/2002,NA,NA,34
2/1/2002,0.994,13.3,34
2/2/2002,NA,NA,34
2/3/2002,NA,NA,34
2/4/2002,NA,NA,34
2/5/2002,NA,NA,34
2/6/2002,NA,NA,34
2/7/2002,0.263,0.393,34
2/8/2002,NA,NA,34
2/9/2002,NA,NA,34
2/10/2002,0.922,8.41,34
2/11/2002,NA,NA,34
2/12/2002,NA,NA,34
2/13/2002,3.14,5.68,34
2/14/2002,NA,NA,34
2/15/2002,NA,NA,34
2/16/2002,NA,NA,34
2/17/2002,NA,NA,34
2/18/2002,NA,NA,34
2/19/2002,NA,NA,34
2/20/2002,NA,NA,34
2/21/2002,NA,NA,34
2/22/2002,1.09,3.58,34
2/23/2002,NA,NA,34
2/24/2002,NA,NA,34
2/25/2002,NA,NA,34
2/26/2002,NA,NA,34
2/27/2002,NA,NA,34
2/28/2002,0.891,2.34,34
3/1/2002,NA,NA,34
3/2/2002,NA,NA,34
3/3/2002,1.07,2.17,34
3/4/2002,NA,NA,34
3/5/2002,NA,NA,34
3/6/2002,0.603,0.512,34
3/7/2002,NA,NA,34
3/8/2002,NA,NA,34
3/9/2002,0.726,1.92,34
3/10/2002,NA,NA,34
3/11/2002,NA,NA,34
3/12/2002,NA,NA,34
3/13/2002,NA,NA,34
3/14/2002,NA,NA,34
3/15/2002,0.749,0.706,34
3/16/2002,NA,NA,34
3/17/2002,NA,NA,34
3/18/2002,NA,NA,34
3/19/2002,NA,NA,34
3/20/2002,NA,NA,34
3/21/2002,1.32,4.53,34
3/22/2002,NA,NA,34
3/23/2002,NA,NA,34
3/24/2002,0.422,0.41,34
3/25/2002,NA,NA,34
3/26/2002,NA,NA,34
3/27/2002,0.959,2.86,34
3/28/2002,NA,NA,34
3/29/2002,NA,NA,34
3/30/2002,2.99,7.18,34
3/31/2002,NA,NA,34
4/1/2002,NA,NA,34
4/2/2002,NA,NA,34
4/3/2002,NA,NA,34
4/4/2002,NA,NA,34
4/5/2002,NA,NA,34
4/6/2002,NA,NA,34
4/7/2002,NA,NA,34
4/8/2002,1.56,4.22,34
4/9/2002,NA,NA,34
4/10/2002,NA,NA,34
4/11/2002,0.94,1.42,34
4/12/2002,NA,NA,34
4/13/2002,NA,NA,34
4/14/2002,NA,NA,34
4/15/2002,NA,NA,34
4/16/2002,NA,NA,34
4/17/2002,NA,NA,34
4/18/2002,NA,NA,34
4/19/2002,NA,NA,34
4/20/2002,NA,NA,34
4/21/2002,NA,NA,34
4/22/2002,NA,NA,34
4/23/2002,2.87,3.15,34
4/24/2002,NA,NA,34
4/25/2002,NA,NA,34
4/26/2002,NA,NA,34
4/27/2002,NA,NA,34
4/28/2002,NA,NA,34
4/29/2002,NA,NA,34
4/30/2002,NA,NA,34
5/1/2002,NA,NA,34
5/2/2002,1.56,1.72,34
5/3/2002,NA,NA,34
5/4/2002,NA,NA,34
5/5/2002,NA,NA,34
5/6/2002,NA,NA,34
5/7/2002,NA,NA,34
5/8/2002,NA,NA,34
5/9/2002,NA,NA,34
5/10/2002,NA,NA,34
5/11/2002,NA,NA,34
5/12/2002,NA,NA,34
5/13/2002,NA,NA,34
5/14/2002,NA,NA,34
5/15/2002,NA,NA,34
5/16/2002,NA,NA,34
5/17/2002,NA,NA,34
5/18/2002,NA,NA,34
5/19/2002,NA,NA,34
5/20/2002,NA,NA,34
5/21/2002,NA,NA,34
5/22/2002,NA,NA,34
5/23/2002,NA,NA,34
5/24/2002,NA,NA,34
5/25/2002,NA,NA,34
5/26/2002,NA,NA,34
5/27/2002,NA,NA,34
5/28/2002,NA,NA,34
5/29/2002,NA,NA,34
5/30/2002,NA,NA,34
5/31/2002,NA,NA,34
6/1/2002,NA,NA,34
6/2/2002,NA,NA,34
6/3/2002,NA,NA,34
6/4/2002,NA,NA,34
6/5/2002,NA,NA,34
6/6/2002,NA,NA,34
6/7/2002,NA,NA,34
6/8/2002,NA,NA,34
6/9/2002,NA,NA,34
6/10/2002,NA,NA,34
6/11/2002,NA,NA,34
6/12/2002,NA,NA,34
6/13/2002,NA,NA,34
6/14/2002,NA,NA,34
6/15/2002,NA,NA,34
6/16/2002,NA,NA,34
6/17/2002,NA,NA,34
6/18/2002,NA,NA,34
6/19/2002,NA,NA,34
6/20/2002,NA,NA,34
6/21/2002,NA,NA,34
6/22/2002,NA,NA,34
6/23/2002,NA,NA,34
6/24/2002,NA,NA,34
6/25/2002,NA,NA,34
6/26/2002,NA,NA,34
6/27/2002,NA,NA,34
6/28/2002,NA,NA,34
6/29/2002,NA,NA,34
6/30/2002,NA,NA,34
7/1/2002,NA,NA,34
7/2/2002,NA,NA,34
7/3/2002,NA,NA,34
7/4/2002,NA,NA,34
7/5/2002,NA,NA,34
7/6/2002,NA,NA,34
7/7/2002,NA,NA,34
7/8/2002,NA,NA,34
7/9/2002,NA,NA,34
7/10/2002,NA,NA,34
7/11/2002,NA,NA,34
7/12/2002,NA,NA,34
7/13/2002,NA,NA,34
7/14/2002,NA,NA,34
7/15/2002,NA,NA,34
7/16/2002,NA,NA,34
7/17/2002,NA,NA,34
7/18/2002,NA,NA,34
7/19/2002,NA,NA,34
7/20/2002,NA,NA,34
7/21/2002,NA,NA,34
7/22/2002,NA,NA,34
7/23/2002,NA,NA,34
7/24/2002,NA,NA,34
7/25/2002,NA,NA,34
7/26/2002,NA,NA,34
7/27/2002,NA,NA,34
7/28/2002,NA,NA,34
7/29/2002,NA,NA,34
7/30/2002,NA,NA,34
7/31/2002,NA,NA,34
8/1/2002,NA,NA,34
8/2/2002,NA,NA,34
8/3/2002,NA,NA,34
8/4/2002,NA,NA,34
8/5/2002,NA,NA,34
8/6/2002,NA,NA,34
8/7/2002,NA,NA,34
8/8/2002,NA,NA,34
8/9/2002,NA,NA,34
8/10/2002,NA,NA,34
8/11/2002,NA,NA,34
8/12/2002,NA,NA,34
8/13/2002,NA,NA,34
8/14/2002,NA,NA,34
8/15/2002,NA,NA,34
8/16/2002,NA,NA,34
8/17/2002,NA,NA,34
8/18/2002,NA,NA,34
8/19/2002,NA,NA,34
8/20/2002,NA,NA,34
8/21/2002,NA,NA,34
8/22/2002,NA,NA,34
8/23/2002,NA,NA,34
8/24/2002,NA,NA,34
8/25/2002,NA,NA,34
8/26/2002,NA,NA,34
8/27/2002,NA,NA,34
8/28/2002,NA,NA,34
8/29/2002,NA,NA,34
8/30/2002,NA,NA,34
8/31/2002,NA,NA,34
9/1/2002,NA,NA,34
9/2/2002,NA,NA,34
9/3/2002,NA,NA,34
9/4/2002,NA,NA,34
9/5/2002,NA,NA,34
9/6/2002,NA,NA,34
9/7/2002,NA,NA,34
9/8/2002,NA,NA,34
9/9/2002,NA,NA,34
9/10/2002,NA,NA,34
9/11/2002,NA,NA,34
9/12/2002,NA,NA,34
9/13/2002,NA,NA,34
9/14/2002,NA,NA,34
9/15/2002,NA,NA,34
9/16/2002,NA,NA,34
9/17/2002,NA,NA,34
9/18/2002,NA,NA,34
9/19/2002,NA,NA,34
9/20/2002,NA,NA,34
9/21/2002,NA,NA,34
9/22/2002,NA,NA,34
9/23/2002,NA,NA,34
9/24/2002,NA,NA,34
9/25/2002,NA,NA,34
9/26/2002,NA,NA,34
9/27/2002,NA,NA,34
9/28/2002,NA,NA,34
9/29/2002,NA,NA,34
9/30/2002,NA,NA,34
10/1/2002,NA,NA,34
10/2/2002,NA,NA,34
10/3/2002,NA,NA,34
10/4/2002,NA,NA,34
10/5/2002,NA,NA,34
10/6/2002,NA,NA,34
10/7/2002,NA,NA,34
10/8/2002,NA,NA,34
10/9/2002,NA,NA,34
10/10/2002,NA,NA,34
10/11/2002,NA,NA,34
10/12/2002,NA,NA,34
10/13/2002,NA,NA,34
10/14/2002,NA,NA,34
10/15/2002,NA,NA,34
10/16/2002,NA,NA,34
10/17/2002,NA,NA,34
10/18/2002,NA,NA,34
10/19/2002,NA,NA,34
10/20/2002,NA,NA,34
10/21/2002,NA,NA,34
10/22/2002,NA,NA,34
10/23/2002,NA,NA,34
10/24/2002,NA,NA,34
10/25/2002,NA,NA,34
10/26/2002,NA,NA,34
10/27/2002,NA,NA,34
10/28/2002,NA,NA,34
10/29/2002,NA,NA,34
10/30/2002,NA,NA,34
10/31/2002,NA,NA,34
11/1/2002,NA,NA,34
11/2/2002,NA,NA,34
11/3/2002,NA,NA,34
11/4/2002,NA,NA,34
11/5/2002,NA,NA,34
11/6/2002,NA,NA,34
11/7/2002,NA,NA,34
11/8/2002,NA,NA,34
11/9/2002,NA,NA,34
11/10/2002,NA,NA,34
11/11/2002,NA,NA,34
11/12/2002,NA,NA,34
11/13/2002,NA,NA,34
11/14/2002,NA,NA,34
11/15/2002,NA,NA,34
11/16/2002,NA,NA,34
11/17/2002,NA,NA,34
11/18/2002,NA,NA,34
11/19/2002,NA,NA,34
11/20/2002,NA,NA,34
11/21/2002,NA,NA,34
11/22/2002,NA,NA,34
11/23/2002,NA,NA,34
11/24/2002,NA,NA,34
11/25/2002,NA,NA,34
11/26/2002,NA,NA,34
11/27/2002,NA,NA,34
11/28/2002,NA,NA,34
11/29/2002,NA,NA,34
11/30/2002,NA,NA,34
12/1/2002,NA,NA,34
12/2/2002,NA,NA,34
12/3/2002,NA,NA,34
12/4/2002,NA,NA,34
12/5/2002,NA,NA,34
12/6/2002,NA,NA,34
12/7/2002,NA,NA,34
12/8/2002,NA,NA,34
12/9/2002,NA,NA,34
12/10/2002,NA,NA,34
12/11/2002,NA,NA,34
12/12/2002,NA,NA,34
12/13/2002,NA,NA,34
12/14/2002,NA,NA,34
12/15/2002,NA,NA,34
12/16/2002,NA,NA,34
12/17/2002,NA,NA,34
12/18/2002,NA,NA,34
12/19/2002,NA,NA,34
12/20/2002,NA,NA,34
12/21/2002,NA,NA,34
12/22/2002,NA,NA,34
12/23/2002,NA,NA,34
12/24/2002,NA,NA,34
12/25/2002,NA,NA,34
12/26/2002,NA,NA,34
12/27/2002,NA,NA,34
12/28/2002,NA,NA,34
12/29/2002,NA,NA,34
12/30/2002,NA,NA,34
12/31/2002,NA,NA,34
